City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,kavieng,-2.5744,150.7967,83.75,75,100,7.85,PG,1698198287
279,funafuti,-8.5243,179.1942,89.6,84,40,12.66,TV,1698198364
280,bousso,10.4795,16.7117,79.47,38,100,1.66,TD,1698198454
281,labytnangi,66.6572,66.4183,19.49,91,100,12.57,RU,1698198455
282,dryden,49.7833,-92.7503,35.89,80,100,4.61,CA,1698198455
283,caleta de carquin,-11.0925,-77.6267,67.89,88,92,13.49,PE,1698198455
284,sena madureira,-9.0656,-68.6569,81.66,64,95,2.64,BR,1698198455
285,nelsonville,39.4587,-82.2318,64.98,81,100,4.92,US,1698198455
286,berriane,32.8265,3.7669,76.01,42,100,9.89,DZ,1698198455
287,ebon,4.582,168.6964,82.15,77,100,10.71,MH,1698198455
288,guiuan,11.0333,125.7247,83.1,75,100,3.44,PH,1698198456
289,akureyri,65.6835,-18.0878,22.93,93,0,0.0,IS,1698198456
290,howrah,22.5892,88.3103,77.0,88,20,5.75,IN,1698198457
291,labuan,5.2767,115.2417,82.76,83,40,0.0,MY,1698198457
292,argo,37.6333,22.7333,67.57,64,92,2.46,GR,1698198457
293,pangai,-19.8,-174.35,77.11,61,75,18.41,TO,1698198457
294,martapura,-3.4167,114.85,77.09,94,20,3.44,ID,1698198457
295,saudarkrokur,65.7461,-19.6394,34.57,76,100,5.59,IS,1698198457
296,newnham,-41.3833,147.1333,56.32,62,75,14.97,AU,1698198457
297,ko lanta,7.5336,99.0865,81.54,75,14,3.15,TH,1698198458
298,kaiyuan,23.6977,103.3037,68.04,76,69,4.0,CN,1698198458
299,kapuskasing,49.4169,-82.4331,44.69,100,100,4.61,CA,1698198263
300,kill devil hills,36.0307,-75.676,64.98,84,0,4.61,US,1698198458
301,isangel,-19.55,169.2667,77.11,78,100,18.41,VU,1698198458
302,tisul',55.7611,88.3122,37.0,80,100,19.64,RU,1698198458
303,kourou,5.1552,-52.6478,82.45,85,25,9.48,GF,1698198458
304,vilyuchinsk,52.9306,158.4028,43.07,60,84,0.85,RU,1698198308
305,turkmenbasy,40.0222,52.9552,61.72,94,33,10.54,TM,1698198458
306,holualoa,19.6228,-155.9522,81.77,71,20,10.36,US,1698198459
307,cadale,2.7603,46.3222,81.23,81,28,9.86,SO,1698198459
308,fort mcmurray,56.7268,-111.381,22.59,58,100,9.22,CA,1698198459
309,sao joao da barra,-21.6403,-41.0511,74.39,89,74,14.5,BR,1698198302
310,la passe,45.5549,-0.8967,61.99,90,88,24.14,FR,1698198272
311,tromso,69.6496,18.957,23.02,68,75,3.44,NO,1698198206
312,codrington,-38.2667,141.9667,51.64,62,56,17.45,AU,1698198460
313,chancay,-11.5714,-77.2672,66.43,91,94,10.0,PE,1698198460
314,karasburg,-28.0167,18.75,62.06,27,0,9.42,NA,1698198460
315,piti village,13.4626,144.6933,89.31,80,75,9.22,GU,1698198461
316,isla del bosque,22.7333,-105.85,77.68,83,15,6.58,MX,1698198260
317,turbat,26.0023,63.044,78.31,66,0,2.28,PK,1698198461
318,sao mateus do maranhao,-4.0417,-44.475,75.61,88,37,6.02,BR,1698198461
319,mejit,10.2753,170.8646,82.2,79,41,12.82,MH,1698198461
320,tangalle,6.024,80.7911,75.36,85,39,4.05,LK,1698198461
321,verkhov'ye,52.8119,37.2425,35.49,86,100,7.63,RU,1698198462
322,powell river,49.8496,-124.5361,41.18,100,100,11.5,CA,1698198462
323,usogorsk,63.4106,48.6872,30.67,86,29,6.35,RU,1698198251
324,khovd,48.0056,91.6419,39.36,23,29,4.5,MN,1698198462
325,berdigestyakh,62.0989,126.6992,24.53,88,100,6.33,RU,1698198462
326,banff,51.1762,-115.5698,14.38,73,89,5.75,CA,1698198462
327,sarakhs,36.5449,61.1577,66.97,29,100,7.58,IR,1698198462
328,nuriootpa,-34.4833,139.0,57.38,35,75,23.04,AU,1698198462
329,llanes,43.4198,-4.7549,64.17,72,96,10.27,ES,1698198463
330,alofi,-19.0595,-169.9187,78.69,50,31,16.11,NU,1698198463
331,al bardiyah,31.7561,25.0865,67.69,86,0,4.09,LY,1698198463
332,vila franca do campo,37.7167,-25.4333,68.41,91,90,14.36,PT,1698198463
333,moyynkum,44.2914,72.9469,55.65,67,79,6.62,KZ,1698198463
334,harstad,68.799,16.5293,33.19,96,79,5.99,NO,1698198303
335,kerikeri,-35.2268,173.9474,72.91,78,89,1.99,NZ,1698198463
336,olyokminsk,60.3736,120.4264,32.58,72,100,11.92,RU,1698198465
337,savonlinna,61.8699,28.88,17.65,93,0,1.14,FI,1698198465
338,zigong,29.3416,104.7769,65.28,82,100,1.39,CN,1698198465
339,sisimiut,66.9395,-53.6735,24.73,72,85,13.47,GL,1698198465
340,bengkulu,-3.8004,102.2655,80.71,76,90,2.08,ID,1698198465
341,vilyuysk,63.7553,121.6247,24.01,95,100,5.01,RU,1698198466
342,arteche,12.2645,125.4048,86.2,68,100,5.35,PH,1698198466
343,richards bay,-28.783,32.0377,65.01,83,29,9.42,ZA,1698198261
344,orcopampa,-15.2661,-72.3417,49.06,81,99,4.03,PE,1698198466
345,college,64.8569,-147.8028,26.55,82,75,1.01,US,1698198194
346,katsuura,35.1333,140.3,68.77,64,100,2.48,JP,1698198466
347,katsuren-haebaru,26.3369,127.8719,80.62,75,75,8.05,JP,1698198466
348,eureka,40.8021,-124.1637,57.74,86,91,1.01,US,1698198429
349,el granada,37.5027,-122.4694,66.07,84,75,16.11,US,1698198466
350,barras,-4.2444,-42.2944,76.17,83,61,4.63,BR,1698198467
351,bandarbeyla,9.4942,50.8122,80.94,81,29,6.98,SO,1698198467
352,acapulco de juarez,16.8634,-99.8901,78.62,94,100,8.05,MX,1698198389
353,anderson,34.5334,-82.6499,57.74,75,0,0.0,US,1698198308
354,kargopol',61.5071,38.9456,26.02,94,32,5.53,RU,1698198467
355,bubaque,11.2833,-15.8333,83.37,74,100,5.41,GW,1698198312
356,magadan,59.5667,150.8,33.53,88,98,7.78,RU,1698198359
357,ambon,-3.6954,128.1814,86.14,70,40,8.05,ID,1698198468
358,gangtok,27.3333,88.6167,61.34,46,0,1.36,IN,1698198468
359,perbaungan,3.5679,98.956,78.91,95,100,4.97,ID,1698198468
360,bam,29.106,58.357,72.27,31,30,7.05,IR,1698198468
361,valga,57.7778,26.0473,35.24,70,100,7.92,EE,1698198468
362,macapa,0.0389,-51.0664,84.18,74,40,11.5,BR,1698198317
363,dalbandin,28.8947,64.4101,69.24,24,4,3.06,PK,1698198469
364,knysna,-34.0363,23.0471,55.42,79,8,4.18,ZA,1698198469
365,nagqu,31.5,92.0,28.67,68,100,4.68,CN,1698198469
366,san patricio,28.017,-97.5169,81.84,77,16,16.46,US,1698198469
367,port macquarie,-31.4333,152.9167,81.16,49,26,10.2,AU,1698198199
368,mirnyy,62.5353,113.9611,26.24,68,98,18.01,RU,1698198469
369,fort st. john,56.2499,-120.8529,19.29,58,75,4.61,CA,1698198469
370,jayapura,-2.5333,140.7,92.59,75,100,6.2,ID,1698198469
371,bernardo de irigoyen,-26.2552,-53.6458,60.55,99,32,2.82,AR,1698198469
372,sosnogorsk,63.6023,53.8817,29.53,89,21,8.99,RU,1698198469
373,arochukwu,5.3898,7.914,71.29,98,100,0.29,NG,1698198469
374,galliano,29.4422,-90.2992,78.8,73,40,10.36,US,1698198470
375,nuku'alofa,-21.1333,-175.2,77.34,61,75,17.27,TO,1698198470
376,tukrah,32.5341,20.5791,72.25,52,0,3.78,LY,1698198470
377,orlu,5.7946,7.035,72.21,97,100,4.9,NG,1698198470
378,horn lake,34.9554,-90.0348,73.74,48,7,10.22,US,1698198470
379,alliance,40.9153,-81.1059,65.8,67,75,9.8,US,1698198344
380,rabaul,-4.1967,152.1721,84.22,70,100,12.71,PG,1698198470
381,moroni,-11.7022,43.2551,78.19,80,36,4.54,KM,1698198470
382,goz beida,13.95,20.55,79.23,17,38,7.52,TD,1698198470
383,kavaratti,10.5669,72.642,82.83,69,12,2.68,IN,1698198470
384,imperatriz,-5.5264,-47.4917,75.74,85,52,2.24,BR,1698198187
385,luderitz,-26.6481,15.1594,63.05,64,0,16.42,NA,1698198471
386,gadzhiyevo,69.2551,33.3362,30.43,90,100,4.79,RU,1698198471
387,karratha,-20.7377,116.8463,99.0,12,0,16.8,AU,1698198335
388,marsh harbour,26.5412,-77.0636,78.1,57,99,24.36,BS,1698198472
389,lakhipur,26.0299,90.3041,71.89,85,13,7.16,IN,1698198472
390,colombo,6.9319,79.8478,76.95,85,81,4.92,LK,1698198472
391,puerto quijarro,-17.7833,-57.7667,82.29,51,55,1.59,BO,1698198300
392,saint-pierre,-21.3393,55.4781,75.56,73,0,3.44,RE,1698198472
393,nantucket,41.2835,-70.0995,57.99,87,0,14.97,US,1698198389
394,rio grande,-32.035,-52.0986,60.94,91,32,13.4,BR,1698198472
395,roccella ionica,38.322,16.4009,71.78,74,100,7.02,IT,1698198472
396,annau,37.8876,58.516,67.5,40,40,6.91,TM,1698198472
397,brasileia,-11.0161,-68.7481,84.18,52,75,4.0,BR,1698198472
398,cho dok,10.7,105.1167,84.18,71,82,4.79,VN,1698198472
399,konarka,19.9,86.1167,77.4,72,54,5.17,IN,1698198473
400,motueka,-41.1333,173.0167,71.1,42,22,4.34,NZ,1698198473
401,long beach,33.767,-118.1892,70.83,84,0,9.22,US,1698198213
402,dakhla,23.6848,-15.958,70.72,75,1,23.26,EH,1698198473
403,neryungri,56.6709,124.6491,26.89,94,100,1.34,RU,1698198473
404,elk city,35.412,-99.4043,70.02,100,75,9.22,US,1698198473
405,mesyagutovo,55.5303,58.2528,28.04,96,100,12.62,RU,1698198473
406,san pedro pochutla,15.7333,-96.4667,76.23,88,100,3.33,MX,1698198473
407,vredendal,-31.6683,18.5012,56.32,80,16,3.29,ZA,1698198473
408,bell ville,-32.6259,-62.6887,58.66,74,91,4.72,AR,1698198473
409,kapit,2.0167,112.9333,86.76,64,90,1.95,MY,1698198474
410,copala,16.65,-98.9833,77.05,88,100,17.87,MX,1698198474
411,mana,5.6592,-53.7767,80.28,87,18,10.94,GF,1698198294
412,nosy varika,-20.5833,48.5333,73.11,94,25,2.93,MG,1698198474
413,freetown,8.484,-13.2299,79.3,82,100,4.52,SL,1698198474
414,ambovombe,-25.1667,46.0833,70.48,91,0,5.3,MG,1698198474
415,aneho,6.2333,1.6,80.8,83,100,8.72,TG,1698198474
416,oltinko'l,40.8011,72.1634,56.14,50,5,3.87,UZ,1698198474
417,alo,7.4178,6.7371,74.97,96,100,3.42,NG,1698198474
418,farasan,16.7022,42.1183,88.66,60,66,3.49,SA,1698198474
419,dolenjske toplice,45.757,15.0591,61.92,84,95,7.54,SI,1698198474
420,chiroqchi,39.0336,66.5722,58.39,48,64,4.72,UZ,1698198475
421,canta,41.1181,28.0803,57.67,100,100,0.0,TR,1698198475
422,guiglo,6.5456,-7.4966,71.82,97,100,1.88,CI,1698198475
423,caconda,-13.7333,15.0667,61.23,83,59,4.99,AO,1698198446
424,biratnagar,26.4831,87.2834,72.57,64,0,5.14,NP,1698198476
425,bajil,15.0584,43.2851,86.02,61,37,2.15,YE,1698198476
426,nueva palmira,-33.8833,-58.4167,53.51,88,0,6.17,UY,1698198476
427,san jose de jachal,-30.2406,-68.7469,63.19,55,72,9.35,AR,1698198476
428,malaya vishera,58.8454,32.2222,28.62,80,12,3.53,RU,1698198476
429,celestun,20.8667,-90.4,82.44,76,31,15.3,MX,1698198476
430,porto novo,6.4965,2.6036,82.22,90,100,4.52,BJ,1698198476
431,banda aceh,5.5577,95.3222,81.01,77,100,3.04,ID,1698198476
432,nema,57.5067,50.5011,17.92,96,8,5.55,RU,1698198477
433,shenjiamen,29.9576,122.298,73.04,76,100,2.55,CN,1698198477
434,mairwa,26.2333,84.15,75.18,62,0,2.91,IN,1698198477
435,pervomayskoye,43.919,46.7102,58.14,82,100,8.66,RU,1698198477
436,tan-tan,28.438,-11.1032,65.3,80,0,8.19,MA,1698198477
437,minas de marcona,-15.2119,-75.1103,56.82,93,94,12.08,PE,1698198477
438,auki,-8.7676,160.7034,86.14,65,98,4.79,SB,1698198477
439,lluta,-16.0147,-72.0142,56.28,56,100,1.39,PE,1698198477
440,moyuta,14.0386,-90.0808,62.71,96,97,1.3,GT,1698198477
441,daru,-9.0763,143.2092,80.53,61,65,9.31,PG,1698198478
442,ayr,55.4627,-4.6339,39.18,93,0,6.91,GB,1698198478
443,singaraja,-8.112,115.0882,86.67,62,57,3.09,ID,1698198478
444,brisas de zicatela,15.8369,-97.0419,79.63,86,100,5.1,MX,1698198478
445,general levalle,-34.0147,-63.9241,58.62,88,6,2.28,AR,1698198478
446,novouzensk,50.4592,48.1431,39.09,68,100,11.88,RU,1698198478
447,malango,-2.9627,119.9001,82.69,54,88,4.34,ID,1698198479
448,sorochinsk,52.4338,53.1583,34.09,78,100,16.26,RU,1698198479
449,qamdo,31.1667,97.2333,33.3,43,0,1.88,CN,1698198479
450,shalqar,47.8333,59.6,49.41,70,100,15.48,KZ,1698198479
451,noumea,-22.2763,166.4572,84.18,82,100,10.45,NC,1698198480
452,port-vila,-17.7338,168.3219,78.4,89,100,19.57,VU,1698198480
453,maputo,-25.9653,32.5892,70.88,72,100,15.43,MZ,1698198452
454,tarawa,1.419,172.984,89.69,70,75,4.61,KI,1698198480
455,usinsk,65.9939,57.5281,12.07,94,69,10.0,RU,1698198480
456,phan rang-thap cham,11.5667,108.9833,83.07,75,92,2.42,VN,1698198480
457,port alfred,-33.5906,26.891,53.19,87,25,1.99,ZA,1698198480
458,oban,56.4127,-5.4706,36.37,89,14,5.37,GB,1698198480
459,estevan,49.1334,-102.9842,30.54,93,100,10.36,CA,1698198480
460,san borja,-14.8167,-66.85,88.3,35,71,2.75,BO,1698198480
461,dwarka,22.2394,68.9678,80.69,72,0,6.26,IN,1698198480
462,aoulef,26.9667,1.0833,84.31,24,100,9.19,DZ,1698198481
463,kailua-kona,19.6406,-155.9956,85.5,71,20,10.36,US,1698198481
464,brokopondo,4.75,-55.1667,78.82,86,58,8.95,SR,1698198481
465,bitkine,11.9801,18.2138,78.21,25,100,2.73,TD,1698198481
466,payerne,46.822,6.9361,52.2,93,40,0.0,CH,1698198481
467,hilo,19.7297,-155.09,83.93,82,75,8.05,US,1698198481
468,pyinmana,19.7333,96.2167,76.96,89,100,0.49,MM,1698198481
469,smithfield,41.922,-71.5495,55.04,92,20,4.61,US,1698198481
470,abepura,-2.6333,140.5833,92.21,46,20,8.05,ID,1698198482
471,knyaze-volkonskoye,48.4642,135.4567,48.0,78,99,5.99,RU,1698198482
472,candon,17.1947,120.4517,84.02,66,100,3.36,PH,1698198483
473,zaozersk,69.4005,32.4476,25.63,96,89,4.05,RU,1698198483
474,fort bragg,35.139,-79.006,56.75,84,0,0.0,US,1698198483
475,kandra,22.85,86.05,73.0,88,20,3.44,IN,1698198483
476,crucecita,-28.95,-58.9833,66.34,78,100,7.78,AR,1698198483
477,north ward,-19.2454,146.8075,84.11,54,20,13.8,AU,1698198483
478,mogocha,53.7333,119.7667,36.36,57,42,11.52,RU,1698198484
479,raikot,30.65,75.6,74.19,42,0,4.38,IN,1698198484
480,kantilo,20.35,85.1833,77.14,75,33,3.4,IN,1698198484
481,bratsk,56.1325,101.6142,27.09,56,100,9.62,RU,1698198484
482,mar del plata,-38.0023,-57.5575,53.62,80,75,10.36,AR,1698198484
483,monett,36.929,-93.9277,72.81,56,100,10.36,US,1698198484
484,sandnessjoen,66.0217,12.6316,27.12,76,100,14.72,NO,1698198484
485,nishinoomote,30.7333,131.0,72.16,68,75,9.22,JP,1698198485
486,aipe,3.2222,-75.2367,84.99,83,96,1.61,CO,1698198485
487,lilongwe,-13.9669,33.7873,75.52,43,14,8.57,MW,1698198485
488,laojunmiao,39.8333,97.7333,47.66,24,0,1.59,CN,1698198485
489,riversdale,18.1659,-76.9642,80.46,95,76,2.51,JM,1698198485
490,flin flon,54.7682,-101.865,24.75,58,79,6.38,CA,1698198276
491,nieuw amsterdam,5.8833,-55.0833,83.01,83,84,8.61,SR,1698198485
492,tabou,4.423,-7.3528,75.49,91,100,6.44,CI,1698198285
493,weno,7.4515,151.8468,85.95,84,100,9.22,FM,1698198486
494,mossel bay,-34.1831,22.146,58.93,77,32,3.58,ZA,1698198486
495,ghat,24.9647,10.1728,76.05,21,1,2.13,LY,1698198487
496,warner robins,32.621,-83.5999,61.79,80,0,4.61,US,1698198487
497,sitka,57.0531,-135.33,44.49,49,0,3.44,US,1698198241
498,baie-comeau,49.2168,-68.1489,47.88,87,100,16.11,CA,1698198487
499,hasaki,35.7333,140.8333,72.28,63,100,6.98,JP,1698198487
500,ghormach,35.7306,63.7826,60.06,30,71,3.8,AF,1698198487
501,cristalina,-16.7686,-47.6136,76.68,48,94,4.99,BR,1698198488
502,morehead city,34.7229,-76.726,63.99,85,0,5.99,US,1698198488
503,crane,31.3974,-102.3501,72.21,78,0,16.62,US,1698198488
504,mahebourg,-20.4081,57.7,75.49,88,20,5.75,MU,1698198488
505,arapgir,39.0412,38.4952,56.43,63,2,1.86,TR,1698198488
506,geraldton,-28.7667,114.6,90.01,14,0,23.02,AU,1698198488
507,mitsamiouli,-11.3847,43.2844,79.12,85,70,12.3,KM,1698198488
508,puerto aysen,-45.4,-72.7,45.37,96,73,4.7,CL,1698198488
509,ujae,8.9322,165.7642,83.98,76,92,14.41,MH,1698198488
510,mil'kovo,55.6078,37.7956,30.97,83,8,3.76,RU,1698198489
511,ilebo,-4.3167,20.5833,69.3,99,100,0.81,CD,1698198489
512,prince rupert,54.3161,-130.3201,44.29,36,0,25.32,CA,1698198207
513,saldanha,-33.0117,17.9442,57.06,80,44,10.85,ZA,1698198320
514,san carlos de bariloche,-41.1456,-71.3082,51.55,58,0,12.66,AR,1698198225
515,mata-utu,-13.2816,-176.1745,81.5,80,88,18.32,WF,1698198489
516,urangan,-25.3,152.9,74.52,72,0,14.38,AU,1698198489
517,egersund,58.4513,5.9997,47.08,71,100,25.26,NO,1698198489
518,taksimo,56.3444,114.8794,28.49,53,99,9.78,RU,1698198489
519,edmundston,47.3737,-68.3251,45.73,80,100,5.75,CA,1698198490
520,maloye ganyushkino,46.6,49.2667,48.9,72,52,9.95,KZ,1698198490
521,buala,-8.145,159.5921,84.24,74,54,6.89,SB,1698198490
522,kargasok,59.0556,80.8572,30.96,77,100,11.99,RU,1698198490
523,chokwe,-24.5333,32.9833,72.54,76,93,17.72,MZ,1698198490
524,soderhamn,61.3037,17.0592,33.96,83,37,4.36,SE,1698198490
525,hotan,37.0997,79.9269,55.6,21,0,2.95,CN,1698198491
526,buka,40.8108,69.1986,54.41,50,3,0.6,UZ,1698198491
527,taguatinga,-12.3857,-46.5711,85.62,39,100,3.27,BR,1698198310
528,berezovyy,51.6667,135.7,44.38,47,22,2.86,RU,1698198491
529,obligado,-27.0333,-55.6333,69.12,98,100,2.98,PY,1698198491
530,messini,37.0511,22.0078,70.18,94,78,2.3,GR,1698198491
531,abuyog,10.6667,125.05,83.25,80,78,1.7,PH,1698198491
532,svetogorsk,61.1121,28.8632,24.39,82,19,3.96,RU,1698198491
533,st. john's,47.5649,-52.7093,40.15,92,20,8.05,CA,1698198320
534,zhumadian,32.9794,114.0294,72.84,54,100,2.82,CN,1698198491
535,novska,45.3406,16.9769,61.7,67,1,10.4,HR,1698198492
536,yibin,28.7667,104.6238,65.82,85,100,1.72,CN,1698198492
537,crystal city,28.6775,-99.8281,82.51,54,75,9.22,US,1698198434
538,sola,-13.8833,167.55,79.86,81,100,20.6,VU,1698198492
539,glace bay,46.1969,-59.957,44.78,87,40,6.91,CA,1698198492
540,kone,-21.0595,164.8658,74.75,78,100,6.51,NC,1698198329
541,wundanyi,-3.4019,38.364,63.05,89,100,3.15,KE,1698198492
542,carloforte,39.145,8.3058,70.02,73,100,14.27,IT,1698198492
543,sao paulo de olivenca,-3.3783,-68.8725,75.42,92,97,0.83,BR,1698198492
544,itupiranga,-5.1347,-49.3267,75.52,82,76,1.43,BR,1698198492
545,gorontalo,0.5412,123.0595,90.36,53,25,6.31,ID,1698198308
546,uttar char fasson,22.2332,90.7132,77.2,81,100,7.67,BD,1698198493
547,portoferraio,42.8115,10.3146,68.58,70,3,1.59,IT,1698198493
548,cill airne,52.05,-9.5167,44.31,94,0,3.22,IE,1698198493
549,jingdezhen,29.2947,117.2079,75.47,61,100,0.74,CN,1698198493
550,podgornoye,51.735,39.1496,44.65,87,100,6.71,RU,1698198493
551,sao felix do xingu,-6.6447,-51.995,74.84,87,69,0.76,BR,1698198308
552,tezpur,26.6333,92.8,72.19,79,21,3.96,IN,1698198494
553,tralee,52.2704,-9.7026,44.42,93,0,4.14,IE,1698198494
554,minzhu,43.7286,127.3447,56.71,68,44,3.85,CN,1698198494
555,beaune,47.0833,4.75,44.24,92,100,7.63,FR,1698198494
556,havre,49.5833,0.3333,53.37,87,75,9.22,FR,1698198494
